RUN,CAR_TYPE,HAS_PARKED,A,B,C,D,E,F,G,H,I,J,K
[9],['A'],[True],[6.7074190642416145],[33.98302126134696],[35.993465114028055],[40.89058879020313],[43.60208255180879],[43.60208255180879],[459.2697752083081],[461.82006000047886],[461.82006000047886],[467.1326532583305],[494.40825545543584]
[9],['B'],[False],[258.5362807875741],[273.4863536364009],[273.4863536364009],[278.3532885647699],[281.30059174772066],[287.78326067413303],[471.78425848180405],[474.6559887859346],[474.6559887859346],[479.8607837912676],[494.81085664009436]
[9],['B'],[False],[138.19849569265554],[174.2090800053741],[216.98557149910044],[221.26681420760775],[224.17281358640392],[230.64920124272365],[464.71381246827536],[467.72996299476677],[467.72996299476677],[473.9826036596686],[509.99318797238715]
[9],['A'],[True],[36.237149135056015],[51.649946419299326],[68.86841072836992],[74.63815998351735],[77.84233591649719],[77.84233591649719],[491.1617045315263],[494.03393346168696],[494.03393346168696],[501.29436410558003],[516.7071613898233]
[9],['A'],[True],[18.998251287358524],[32.471028969696135],[32.471028969696135],[38.41228795978659],[41.22257276282967],[41.22257276282967],[501.34746046047223],[504.2613432056329],[504.2613432056329],[509.02899382095524],[522.5017715032928]
[9],['B'],[True],[394.94619106595104],[414.08560637484555],[414.08560637484555],[419.2013817337391],[421.5993936632372],[421.5993936632372],[495.5576053464081],[498.4960913441008],[498.4960913441008],[505.22836489275755],[524.3677802016521]
[9],['B'],[True],[383.41868470876227],[403.97162917454654],[403.97162917454654],[408.725163528124],[412.31449901484285],[412.31449901484285],[498.23583652188603],[501.6398743308078],[501.6398743308078],[506.3820606034976],[526.9350050692818]
[9],['B'],[True],[134.54285797865063],[152.1216147425527],[211.2320227738813],[216.98557149910044],[220.5237676792026],[220.5237676792026],[504.22343350019554],[507.45937544186427],[509.02899382095524],[514.4688187282904],[532.0475754921925]
[9],['A'],[True],[1.795921192983087],[23.331237881648903],[23.331237881648903],[29.04170540797544],[32.269859076240586],[32.269859076240586],[501.59232324038265],[503.9799848701626],[503.9799848701626],[510.61439702532437],[532.1497137139902]
[9],['A'],[True],[23.177242532457246],[46.81719168601424],[61.94682553236341],[66.8265710064212],[70.31733339820718],[70.31733339820718],[503.31626850270936],[505.72224326750745],[505.72224326750745],[510.7089118711931],[534.3488610247501]
[9],['B'],[False],[191.77203479842922],[215.3745655910391],[227.0686109904888],[231.84320562060225],[235.14220137158796],[246.63554698923903],[513.3352973708868],[516.0090075925983],[516.0090075925983],[522.9776495229642],[546.580180315574]
[9],['A'],[True],[37.181021967363705],[64.30753084970004],[92.89524449052267],[98.91159282112498],[102.02768357407568],[102.02768357407568],[515.6452726952791],[518.8180555479647],[519.9515316188565],[524.4715804814057],[551.598089363742]
[9],['A'],[True],[33.45272239544712],[47.104347412459234],[62.623282015043884],[68.2310364288992],[70.92471851554312],[70.92471851554312],[539.3601697457822],[541.7766227183885],[541.7766227183885],[546.8473054559362],[560.4989304729482]
[9],['A'],[True],[11.788102176993636],[31.502209037988372],[31.502209037988372],[35.993465114028055],[38.20516114872701],[38.20516114872701],[534.9442799687712],[537.9139027823898],[537.9139027823898],[542.8403697381457],[562.5544765991405]
[9],['A'],[True],[0],[22.628597772944076],[22.628597772944076],[28.23287636159136],[31.401185441533386],[31.401185441533386],[534.9141376596177],[537.6153269547035],[537.6153269547035],[543.5309111649528],[566.1595089378969]
[9],['A'],[True],[7.099279092248896],[24.959364382707122],[27.46855036344322],[33.99225307752642],[37.09955454721248],[37.09955454721248],[549.2236839556558],[552.130702381585],[552.130702381585],[557.8570615216892],[575.7171468121473]
[9],['A'],[True],[18.754814665070214],[41.92730664167248],[50.025247534402645],[54.47925549789631],[56.90359538115319],[56.90359538115319],[544.1885518724876],[546.8088114465519],[546.8088114465519],[553.559897378615],[576.7323893552173]
[9],['A'],[True],[32.004153018287596],[44.636019757181245],[55.374391599461134],[60.150862647257576],[62.93398265832496],[62.93398265832496],[557.0692366783716],[559.9717733788226],[559.9717733788226],[565.2877532331025],[577.9196199719962]
[9],['A'],[True],[3.901009967714314],[23.631156353835443],[23.631156353835443],[30.491478642885347],[33.71799259145659],[33.71799259145659],[550.8894064421282],[553.70014030563],[553.70014030563],[559.1133713317071],[578.8435177178281]
[9],['A'],[True],[16.501852460780224],[41.16999251691917],[49.08034283408237],[55.374391599461134],[57.794381148158514],[57.794381148158514],[551.126626244995],[554.0328216084868],[554.0328216084868],[558.7906455278242],[583.458785583963]
[9],['A'],[True],[19.366093174572068],[39.39392815522938],[46.6214507277283],[52.12474638199122],[54.70666623097961],[54.70666623097961],[558.3974370263446],[561.3722132517667],[561.3722132517667],[566.4345915530986],[586.4624265337559]
[9],['A'],[True],[48.35213047698821],[63.58683416002222],[91.5029077855647],[96.58736142339598],[99.83260712458595],[99.83260712458595],[567.2374350319374],[570.3754151213416],[570.3754151213416],[575.7743910386492],[591.0090947216833]
[9],['A'],[False],[101.25135064794462],[117.33028469295117],[180.62960019275383],[186.32362801532327],[189.68517040255736],[208.4828978033363],[569.0006144423044],[572.3571648246916],[572.3571648246916],[579.1011103438825],[595.1800443888891]
[9],['A'],[True],[37.76593455866173],[59.89118068698045],[82.78964962312087],[88.52009880823573],[91.21522965647972],[91.21522965647972],[567.3311274189393],[570.2467953208795],[570.2467953208795],[576.6710134767841],[598.7962596051028]
[9],['A'],[True],[15.379497860663337],[37.48437706974547],[43.39056850201951],[49.08034283408237],[52.19290985775161],[52.19290985775161],[575.1594679060983],[578.0076134636003],[578.0076134636003],[582.7874607071395],[604.8923399162217]
[9],['A'],[True],[31.940048605183495],[46.70321816957065],[60.150862647257576],[65.13816592611035],[68.25889087508281],[68.25889087508281],[583.0120985590448],[585.9292753830183],[585.9292753830183],[591.0432864830439],[605.806456047431]
[9],['A'],[True],[16.22612818208435],[35.49555587609434],[38.13432903592551],[44.156929657491546],[47.20704847433584],[47.20704847433584],[582.1491528796884],[585.2727449762502],[585.2727449762502],[589.8168812383105],[609.0863089323205]
[9],['A'],[True],[7.784105921259092],[32.4742637827752],[33.79528899590388],[38.13432903592551],[41.69270011660517],[41.69270011660517],[580.1465830990376],[582.3827445397711],[582.3827445397711],[587.9397727465836],[612.6299306080997]
[9],['A'],[True],[34.39135973976439],[47.63635661142824],[64.39955660156264],[68.86841072836992],[71.67605061705217],[71.67605061705217],[596.6942850801357],[600.2796175664612],[600.2796175664612],[606.5668201032775],[619.8118169749413]
[9],['A'],[True],[20.670261311174634],[43.427739629674846],[52.12474638199122],[59.73248525333665],[63.32546291746993],[63.32546291746993],[588.8590150488586],[591.3451684594038],[591.3451684594038],[597.2213099684659],[619.9787882869662]
[9],['B'],[False],[255.16601372057326],[271.6842866771962],[271.6842866771962],[277.5431324916633],[280.5598659814484],[286.7955269012855],[595.8254736456397],[599.2912848918567],[599.2912848918567],[604.1409010574283],[620.6591740140512]
[9],['A'],[True],[39.66354820782222],[57.875135078046696],[80.77680716469492],[85.91095661459417],[88.2587721951139],[88.2587721951139],[595.9665950729957],[598.7582449052799],[598.7582449052799],[605.288752925831],[623.5003397960554]
[9],['A'],[True],[15.302066877765876],[51.88733739310729],[70.06947850389444],[76.8171925367445],[80.11571410633621],[80.11571410633621],[587.1519615384791],[589.7198896379948],[589.7198896379948],[594.6616902780429],[631.2469607933843]
[9],['A'],[True],[57.18127970710685],[67.73117025427368],[98.91159282112498],[105.53971545570566],[107.9561094864357],[107.9561094864357],[615.614146742517],[617.8607350346858],[618.7750088606361],[623.6768120576272],[634.226702604794]
[9],['A'],[True],[16.90917063573279],[43.63330715505955],[54.47925549789631],[61.94682553236341],[64.42315820809505],[64.42315820809505],[598.4256231946085],[600.6384224266168],[604.1409010574283],[609.5051353042895],[636.2292718236163]
[9],['A'],[True],[17.765142089963653],[33.500045336785945],[33.99225307752642],[38.714566101913555],[40.863889283779706],[40.863889283779706],[614.4424733677967],[617.0711755447564],[617.5489951965864],[624.9419071347328],[640.6768103815551]
[9],['B'],[True],[491.4547918509546],[514.5460848031416],[514.5460848031416],[519.0063393923588],[522.4316000597173],[522.4316000597173],[612.1282672350117],[615.2930343508631],[615.2930343508631],[620.1423773261373],[643.2336702783243]
[9],['A'],[True],[42.130351857404385],[72.20563653455098],[105.53971545570566],[110.48585047759876],[113.27392019139543],[113.27392019139543],[607.7573497436211],[610.7027205993825],[610.7027205993825],[617.0147122190723],[647.0899968962188]
[9],['B'],[True],[497.6158077142079],[516.4118876026064],[516.4118876026064],[522.573044470566],[525.4048778795336],[525.4048778795336],[617.229886473037],[620.6543635005982],[622.8109994292306],[628.7214865337556],[647.5175664221541]
[9],['A'],[True],[81.60922819380009],[98.26149795309183],[138.40312212545928],[144.8293376305609],[148.08526390239513],[148.08526390239513],[624.9893941407537],[628.0767079972392],[629.3751920668125],[633.8319577664807],[650.4842275257724]
[9],['A'],[True],[24.018209758165305],[37.88452094574228],[44.156929657491546],[50.53507929002995],[53.723208577168464],[53.723208577168464],[626.4161794990162],[629.2276189042423],[632.2224310249139],[637.1398052349027],[651.0061164224797]
[9],['B'],[True],[496.2367237879681],[515.0390569991218],[515.0390569991218],[519.9515316188565],[523.0846463317251],[523.0846463317251],[624.1283176740114],[626.9145054814137],[626.9145054814137],[632.2224310249139],[651.0247642360677]
[9],['A'],[True],[32.761847157365224],[61.95466886863927],[86.52963393633559],[92.34941811334805],[95.01908327664682],[95.01908327664682],[613.3352393704719],[616.4556819419721],[617.0147122190723],[622.8109994292306],[652.0038211405047]
[9],['A'],[True],[42.46525052837067],[77.80806674955373],[110.5116079192088],[116.27342643176998],[118.9539476182429],[118.9539476182429],[609.3935852934743],[612.7042757025876],[612.7042757025876],[617.5489951965864],[652.8918114177694]
[9],['B'],[True],[472.10141444562714],[506.4289890088875],[506.4289890088875],[512.1072675911358],[515.8671446005482],[515.8671446005482],[615.9647029732535],[618.9876336990787],[620.1423773261373],[626.3395635632012],[660.6671381264615]
[9],['A'],[True],[33.023165992623966],[58.51263183624644],[81.06850542668562],[86.52963393633559],[89.51776468543817],[89.51776468543817],[626.3030655766905],[629.282054809328],[633.8319577664807],[638.9251718110803],[664.4146376547028]
[9],['B'],[True],[454.71442777874734],[490.7698009289424],[490.7698009289424],[495.87160199424875],[498.80019400919895],[498.80019400919895],[620.867620148722],[624.5843541673313],[624.9419071347328],[629.3751920668125],[665.4305652170075]
[9],['A'],[True],[100.37992270528643],[109.8704779698681],[157.66931473746487],[165.14572047512794],[168.19902982376664],[168.19902982376664],[643.1295911254334],[646.9511762615798],[652.3057342194979],[656.933463992483],[666.4240192570646]
[9],['A'],[True],[14.55946045826248],[35.9052555260174],[38.41228795978659],[43.39056850201951],[45.80459122817663],[45.80459122817663],[635.7123759937233],[638.4064614445914],[638.9251718110803],[645.3324038185045],[666.6781988862595]
[9],['A'],[True],[38.784953021107654],[62.39419847914145],[87.79782590892529],[92.89524449052267],[95.70867358524427],[95.70867358524427],[635.8658598513305],[639.4137884607044],[639.4137884607044],[645.3810340079376],[668.9902794659714]
[9],['A'],[True],[43.00190885325518],[64.2192569595093],[92.34941811334805],[99.79080325475476],[103.07601627694295],[103.07601627694295],[640.9649434073089],[643.9789185994126],[645.3324038185045],[652.4064897339489],[673.623837840203]
[9],['A'],[True],[52.81145665142825],[64.49916383885129],[95.97172759083733],[102.25082732365972],[105.57431958386563],[105.57431958386563],[653.2742379009895],[656.2301944530857],[658.0613056934837],[662.7424109678449],[674.4301181552679]
[9],['A'],[True],[83.46368904183585],[103.21560049517333],[150.57059327813133],[156.210982982707],[159.11317567279895],[159.11317567279895],[644.0086511175743],[646.905473706445],[650.1783767894728],[655.021628811017],[674.7735402643544]
[9],['A'],[True],[9.577888510257647],[56.01077427442871],[76.8171925367445],[82.78964962312087],[86.17237772901396],[86.17237772901396],[620.1452771069161],[623.5506636195349],[623.6768120576272],[628.6818625792092],[675.1147483433803]
[9],['B'],[False],[425.37452868715894],[443.31623556895306],[443.31623556895306],[448.3295099078214],[451.1105023035653],[462.5944155606707],[648.5067960658549],[650.6982278391722],[652.4064897339489],[658.0613056934837],[676.0030125752778]
[9],['A'],[True],[30.63691027993719],[71.72649451109959],[102.79390238508921],[107.52397947713557],[109.94519981254943],[109.94519981254943],[624.4159340294931],[627.3848439183087],[628.7214865337556],[634.9831391441099],[676.0727233752723]
[9],['A'],[False],[93.42803372585716],[118.51205673120884],[181.87977431259804],[188.93888551918968],[192.18151651887396],[202.5134946660341],[643.8264755373725],[646.3802352508226],[646.3802352508226],[652.3057342194979],[677.3897572248496]
[9],['B'],[True],[328.13303192093906],[355.8763374799194],[355.8763374799194],[361.97142200591],[365.17306998652623],[365.17306998652623],[639.7164703878968],[642.9656498863899],[642.9656498863899],[650.1783767894728],[677.9216823484531]
[9],['A'],[True],[95.42833596450457],[108.70579431495167],[155.2867318649127],[160.2112597598182],[164.15360045243835],[164.15360045243835],[655.0645008970619],[658.2495689553944],[661.2482866741503],[667.3627232992494],[680.6401816496965]
[9],['A'],[True],[16.83916869635069],[49.40443187572422],[66.8265710064212],[73.48806425361724],[75.97370511305829],[75.97370511305829],[640.7793869873901],[643.4693501632634],[643.4693501632634],[648.7555881931702],[681.3208513725438]
[9],['B'],[True],[560.4944263668034],[574.762672966905],[574.762672966905],[579.951021008305],[582.0836821856701],[582.0836821856701],[657.0845969556323],[660.4958111220866],[662.7424109678449],[668.4619697104788],[682.7302163105804]
[9],['A'],[True],[57.238216912256654],[88.594360633543],[126.35393660547535],[131.75366933997893],[134.8286954442527],[134.8286954442527],[644.2418911039572],[646.7876690499083],[648.7555881931702],[653.6479859463188],[685.0041296676052]
[9],['A'],[True],[59.618428074193226],[80.66146860848352],[114.20891968809435],[120.02880288698069],[122.96051694963332],[122.96051694963332],[654.0157598536402],[656.8687181629824],[660.7641615799696],[665.0184528611048],[686.0614933953951]
[9],['A'],[True],[10.538958339300388],[54.054201419892436],[74.63815998351735],[80.77680716469492],[83.05973237810707],[83.05973237810707],[634.1977445246011],[637.7350191985691],[637.7350191985691],[643.2956781216416],[686.8109212022337]
[9],['A'],[True],[47.61909635309045],[74.21188393281298],[107.52397947713557],[113.07953557289193],[116.3319326958599],[116.3319326958599],[649.8652390789628],[652.7059262699684],[656.933463992483],[661.2482866741503],[687.8410742538729]
[9],['A'],[True],[0.01380056961158677],[45.82611245931082],[59.73248525333665],[64.39955660156264],[67.58179720347411],[67.58179720347411],[631.1125718591005],[634.0065155379301],[634.9831391441099],[642.2144155812274],[688.0267274709266]
